abaddho,baddho
sāmīcikammaṃ,sāmīci+kammaṃ
sāmīcippaṭipanno,sāmīci+paṭipanno
sāmīcippaṭipannā,sāmīci+paṭipannā
sānusuttaṃ,sānu+suttaṃ
sāpateyyampi,sāpateyyam+pi
sāpateyyañca,sāpateyyañ+ca
sāpi,sā+pi
sāracchedo,sāra+chedo
sāragandhe,sāra+gandhe
sāragandho,sāra+gandho
sāragandhā,sāra+gandhā
sāragandhādidānūpakārasuttanavutikaṃ,sāra+gandha+ādi+dāna+upakāra+sutta+navutikaṃ
sāragandhādidātāsuttanavakaṃ,sāra+gandha+ādi+dātā+sutta+navakaṃ
sāragandhānaṃ,sāra+gandhānaṃ
sāragavesī,sāra+gavesī
sārajjamānarūpaṃ,sārajjamāna+rūpaṃ
sārajjamānarūpo,sārajjamāna+rūpo
sārajjamānarūpā,sārajjamāna+rūpā
sārajjasuttaṃ,sārajja+suttaṃ
sārakaraṇīyaṃ,sāra+karaṇīyaṃ
sārakkhitamānasā,sārakkhita+mānasā
sāramayo,sāra+mayo
sāramayāni,sāra+mayāni
sārambhabahulena,sārambha+bahulena
sārambhāpi,sārambhā+pi
sāramidheva,sāram+idha+eva
sārandadasuttaṃ,sārandada+suttaṃ
sāraparivāro,sāra+parivāro
sārapariyesanaṃ,sāra+pariyesanaṃ
sārappatto,sāra+patto
sārappattā,sāra+pattā
sārappattāni,sāra+pattāni
sārasuttaṃ,sāra+suttaṃ
sārathivarassa,sārathi+varassa
sārattacitto,sāratta+citto
sārattarattā,sāratta+rattā
sāratthe,sāra+atthe
sāratthiko,sāra+atthiko
sāraññeva,sāraññ+eva
sāraṇīyasuttaṃ,sāraṇīya+suttaṃ
sāraṇīyavaggo,sāraṇīya+vaggo
sāriputtamoggallānappamukhaṃ,sāriputta+moggallāna+pamukhaṃ
sāriputtamoggallānappamukhe,sāriputta+moggallāna+pamukhe
sāriputtamoggallānappamukho,sāriputta+moggallāna+pamukho
sāriputtamoggallānappamukhāni,sāriputta+moggallāna+pamukhāni
sāriputtamoggallānaṃ,sāriputta+moggallānaṃ
sāriputtamoggallāne,sāriputta+moggallāne
sāriputtamoggallānesu,sāriputta+moggallānesu
sāriputtamoggallānā,sāriputta+moggallānā
sāriputtamoggallānāpi,sāriputta+moggallānā
sāriputtamoggallānāti,sāriputta+moggallānā+ti
sāriputtapavāraṇā,sāriputta+pavāraṇā
sāriputtasaddhivihārikasuttaṃ,sāriputta+saddhi+vihārika+suttaṃ
sāriputtasaṃyuttaṃ,sāriputta+saṃyuttaṃ
sāriputtasuttaṃ,sāriputta+suttaṃ
sāriputtasīhanādo,sāriputta+sīha+nādo
sāriputtoti,sāriputto+ti
sāropi,sāro+pi
sārādāyinī,sāra+ādāyinī
sārādāyī,sāra+ādāyī
sāsanakaro,sāsana+karo
sāsanakarā,sāsana+karā
sāsapamattiyo,sāsapa+mattiyo
sāsapamattīhi,sāsapa+mattīhi
sāsapasuttaṃ,sāsapa+suttaṃ
sāsavasukhañca,sāsava+sukhañ+ca
sāsavasuttaṃ,sāsava+suttaṃ
sāsavañca,sāsavañ+ca
sātaccakiriyāya,sātacca+kiriyāya
sātaccakārī,sātacca+kārī
sātaccamūlakasappāyakārīsuttaṃ,sātacca+mūlaka+sappāya+kārī+suttaṃ
sātamattā,sāta+mattā
sātarūpaṃ,sāta+rūpaṃ
sātarūpena,sāta+rūpena
sātasahagatampi,sāta+sahagatam+pi
sātasahagatopi,sāta+sahagato+pi
sātasahagatā,sāta+sahagatā
sātasukhañca,sāta+sukhañ+ca
sātudakaṃ,sāta+udakaṃ
sātārammaṇañca,sāta+ārammaṇañ+ca
sāvajjasaṅkhātā,sāvajja+saṅkhātā
sāvajjasuttaṃ,sāvajja+suttaṃ
sāvajjañca,sāvajjañ+ca
sāvajjañceva,sāvajjañ+ca+eva
sāvakamāsajja,sāvakam+āsajja
sāvakaparisā,sāvaka+parisā
sāvakasannipātatopi,sāvaka+sannipātato+pi
sāvakasatāni,sāvaka+satāni
sāvakasaṅgho,sāvaka+saṅgho
sāvakasuttaṃ,sāvaka+suttaṃ
sāvakayugatopi,sāvaka+yugato+pi
sāvakayugaṃ,sāvaka+yugaṃ
sāvakayuge,sāvaka+yuge
sāvakānañca,sāvakānañ+ca
sāvasesadohī,sāvasesa+dohī
sāvatthinidānaṃ,sāvatthi+nidānaṃ
sāyamanusiṭṭho,sāyam+anusiṭṭho
sāyanhasamayaṃ,sāyanha+samayaṃ,sāya+anha+samayaṃ
sāyanhasamaye,sāyanha+samaye
sāyatatiyakampi,sāya+tatiyakam+pi
sāyatatiyakaṃ,sāya+tatiyakaṃ
sāyañceva,sāyañ+ca+eva
sāḷhasuttaṃ,sāḷha+suttaṃ
sāḷikāyiva,sāḷikāya+iva
sāṅgaṇānaṃyeva,sāṅgaṇānaṃ+yeva
sāṇabhāraṃ,sāṇa+bhāraṃ
sāṇabhārikaupamā,sāṇa+bhārika+upamā
sāṇabhāro,sāṇa+bhāro
sāṇasuttabhāraṃ,sāṇa+sutta+bhāraṃ
sāṇasuttaṃ,sāṇa+suttaṃ
sāṇasāṭinivattho,sāṇa+sāṭi+nivattho
sāṇānipi,sāṇāni+pi
sāṭheyyañca,sāṭheyyañ+ca
sāṭiyaggāhāpako,sāṭiya+gāhāpako
sīghapaññatā,sīgha+paññatā
sīghapaññatāya,sīgha+paññatāya
sīghapaññāsuttaṃ,sīgha+paññā+suttaṃ
sīghasoto,sīgha+soto
sīghasotā,sīgha+sotā
sīghasotāya,sīgha+sotāya
sīhacammaparivārāni,sīha+camma+parivārāni
sīhahanu,sīha+hanu
sīhahanulakkhaṇaṃ,sīha+hanu+lakkhaṇaṃ
sīhanādakathā,sīha+nāda+kathā
sīhanādasmiṃ,sīha+nādasmiṃ
sīhanādasuttaṃ,sīha+nāda+suttaṃ
sīhanādavaggo,sīha+nāda+vaggo
sīhanādañca,sīha+nādañ+ca
sīhanādaṃ,sīha+nādaṃ
sīhanāde,sīha+nāde
sīhanādikānaṃ,sīha+nādikānaṃ
sīhanādo,sīha+nādo
sīhanādoti,sīha+nādo+ti
sīhapubbaddhakāyo,sīha+pubba+addha+kāyo
sīhapubbaddhakāyāditilakkhaṇaṃ,sīha+pubba+addha+kāya+ādi+ti+lakkhaṇaṃ
sīhapubbaddhasusaṇṭhito,sīha+pubba+addha+susaṇṭhito
sīhasamo,sīha+samo
sīhasenāpatisuttaṃ,sīha+senā+pati+suttaṃ
sīhaseyyaṃ,sīha+seyyaṃ
sīhaseyyā,sīha+seyyā
sīhasuttaṃ,sīha+suttaṃ
sīhoti,sīho+ti
sīlabalaṃ,sīla+balaṃ
sīlabalena,sīla+balena
sīlabbataparāmāsaṃ,sīla+bata+parāmāsaṃ
sīlabbataparāmāso,sīla+bata+parāmāso,sīlabbata+parāmāso
sīlabbatasampanno,sīla+bata+sampanno
sīlabbatasuttaṃ,sīla+bata+suttaṃ
sīlabbataṃ,sīla+bataṃ
sīlabbatupādānassa,sīla+bata+upādānassa
sīlabbatupādānaṃ,sīla+bata+upādānaṃ,sīlabbata+upādānaṃ
sīlabyasanahetu,sīla+byasana+hetu
sīlabyasanaṃ,sīla+byasanaṃ
sīladhanaṃ,sīla+dhanaṃ
sīlagaru,sīla+garu
sīlaggaṃ,sīla+aggaṃ
sīlakathaṃ,sīla+kathaṃ
sīlakathā,sīla+kathā
sīlakkhandhassa,sīla+khandhassa
sīlakkhandhavaggapāḷi,sīla+khandha+vagga+pāḷi
sīlakkhandhaṃ,sīla+khandhaṃ
sīlakkhandhe,sīla+khandhe
sīlakkhandhena,sīla+khandhena
sīlakkhandho,sīla+khandho
sīlamattakaṃ,sīla+mattakaṃ
sīlamayaṃ,sīla+mayaṃ
sīlaparibhāvitaṃ,sīla+paribhāvitaṃ
sīlaparibhāvito,sīla+paribhāvito
sīlaparidhotā,sīla+paridhotā
sīlaparikkhāro,sīla+parikkhāro
sīlapaññākathā,sīla+paññā+kathā
sīlapaññāṇañca,sīla+paññāṇañ+ca
sīlapaññāṇaṃ,sīla+paññāṇaṃ
sīlapārisuddhi,sīla+pārisuddhi
sīlapārisuddhipadhāniyaṅgaṃ,sīla+pārisuddhi+padhāniya+aṅgaṃ
sīlapārisuddhipadhāniyaṅgena,sīla+pārisuddhi+padhāniya+aṅgena
sīlapārisuddhiṃ,sīla+pārisuddhiṃ
sīlasampadaṃ,sīla+sampadaṃ
sīlasampadā,sīla+sampadā
sīlasampadādisuttapañcakaṃ,sīla+sampadā+ādi+sutta+pañcakaṃ
sīlasampadāhetu,sīla+sampadā+hetu
sīlasampadākathāya,sīla+sampadā+kathāya
sīlasampadānisaṃsaṃ,sīla+sampadā+ānisaṃsaṃ
sīlasampadāya,sīla+sampadāya
sīlasampadāyā,sīla+sampadāyā
sīlasampannassa,sīla+sampannassa
sīlasampannassetaṃ,sīla+sampannassa+etaṃ
sīlasampannaṃ,sīla+sampannaṃ
sīlasampanno,sīla+sampanno
sīlasampannā,sīla+sampannā
sīlasampannānaṃ,sīla+sampannānaṃ
sīlasamādhipaññāsampadā,sīla+samādhi+paññā+sampadā
sīlasamādāne,sīla+samādāne
sīlasamāhitā,sīla+samāhitā
sīlasaṃvarato,sīla+saṃvarato
sīlasaṃvuto,sīla+saṃvuto
sīlasaṃvutā,sīla+saṃvutā
sīlasaṃyamo,sīla+saṃyamo
sīlasuttaṃ,sīla+suttaṃ
sīlasāmaññagato,sīla+sāmañña+gato
sīlasāmaññagatā,sīla+sāmañña+gatā
sīlasāmaññagatānaṃ,sīla+sāmañña+gatānaṃ
sīlasāro,sīla+sāro
sīlatittho,sīla+tittho
sīlavantasuttaṃ,sīlavanta+suttaṃ
sīlavantettha,sīlavante+ettha
sīlavanttaānisaṃsā,sīlavantta+ānisaṃsā
sīlavatāvuso,sīlavatā+āvuso
sīlavipannassa,sīla+vipannassa
sīlavipanno,sīla+vipanno
sīlavipatti,sīla+vipatti
sīlavipattihetu,sīla+vipatti+hetu
sīlavipattiyā,sīla+vipattiyā
sīlavisuddhatthaṃ,sīla+visuddha+atthaṃ
sīlavisuddhi,sīla+visuddhi
sīlavisuddhihetu,sīla+visuddhi+hetu
sīlavisuddhiṃ,sīla+visuddhiṃ
sīlavuddhi,sīla+vuddhi
sīlavādā,sīla+vādā
sīlavāpi,sīlavā+pi
sīlañca,sīlañ+ca
sīlaṭṭhitivaggo,sīla+ṭhiti+vaggo
sīlesvevassa,sīlesv+eva+assa
sīluttamā,sīla+uttamā
sīsacchejjaṃ,sīsa+chejjaṃ
sīsacchinno,sīsa+chinno
sīsacchinnānaṃ,sīsa+chinnānaṃ
sīsakaṭāhaṃ,sīsa+kaṭāhaṃ
sīsamassa,sīsam+assa
sīsapāpaṇṇāni,sīsapā+paṇṇāni
sīsapāvanasuttaṃ,sīsapā+vana+suttaṃ
sīsapāvanavaggo,sīsapā+vana+vaggo
sīsapāvane,sīsapā+vane
sīsarogo,sīsa+rogo
sīsavedanā,sīsa+vedanā
sīsaveṭhanaṃ,sīsa+veṭhanaṃ
sīsaveṭhaṃ,sīsa+veṭhaṃ
sīsavirecanaṃ,sīsa+virecanaṃ
sīsaṃnhātassa,sīsaṃ+nhātassa
sīsaṃnhātaṃ,sīsaṃ+nhātaṃ
sīsaṃnhāto,sīsaṃ+nhāto
sīsaṃnhātā,sīsaṃ+nhātā
sīsaṃnhātānaṃ,sīsaṃ+nhātānaṃ
sīsenapi,sīsena+pi
sīsupacālāsuttaṃ,sīsupacālā+suttaṃ
sītacchāyo,sīta+chāyo
sītakopi,sītako+pi
sītavalāhakasuttaṃ,sīta+valāhaka+suttaṃ
sītavalāhakā,sīta+valāhakā
sītavalāhakānaṃ,sīta+valāhakānaṃ
sītavanasmiṃ,sīta+vanasmiṃ
sītavanaṃ,sīta+vanaṃ
sītavane,sīta+vane
sītañca,sītañ+ca
sītibhāvasuttaṃ,sīti+bhāva+suttaṃ
sītibhāvaṃ,sīti+bhāvaṃ
sītibhūto,sīti+bhūto
sītivaggo,sīti+vaggo
sītībhūtaṃ,sītī+bhūtaṃ
sītībhūte,sītī+bhūte
sītībhūto,sītī+bhūto
sītīkarissatī,sītī+karissatī
sīvakaaṭṭhasataṃ,sīvaka+aṭṭha+sataṃ
sīvakasuttaṃ,sīvaka+suttaṃ
sūcigharaṃ,sūci+gharaṃ
sūcighaṭikaṃ,sūci+ghaṭikaṃ
sūcikārassa,sūci+kārassa
sūcikāro,sūci+kāro
sūcilomasuttaṃ,sūciloma+suttaṃ,sūci+loma+suttaṃ
sūcilomaṃ,sūci+lomaṃ
sūcimukhā,sūci+mukhā
sūcimukhīsuttaṃ,sūcimukhī+suttaṃ
sūcivāṇijako,sūci+vāṇijako
sūdasuttaṃ,sūda+suttaṃ
sūkanandiyāti,sūka+nandiyā+ti
sūkarabhattaṃ,sūkara+bhattaṃ
sūkarabhūtānaṃ,sūkara+bhūtānaṃ
sūkarakhatasuttaṃ,sūkarakhata+suttaṃ
sūkarakhatavaggo,sūkarakhata+vaggo
sūkaramaddavaṃ,sūkara+maddavaṃ
sūkaramaddavena,sūkara+maddavena
sūkaramaṃsaṃ,sūkara+maṃsaṃ
sūkaraposako,sūkara+posako
sūkasuttaṃ,sūka+suttaṃ
sūleyyarucirā,sūleyya+rucirā
sūrakathaṃ,sūra+kathaṃ
sūriyaggāho,sūriya+gāho
sūriyapajjoto,sūriya+pajjoto
sūriyapeyyālavaggo,sūriya+peyyāla+vaggo
sūriyappabhā,sūriya+pabhā
sūriyasuttaṃ,sūriya+suttaṃ
sūriyavacchasaṃ,sūriya+vacchasaṃ
sūriyavacchase,sūriya+vacchase
sūriyavacchasā,sūriya+vacchasā
sūriyobhāso,sūriya+obhāso
sūriyuggamanā,sūriya+uggamanā
sūriyābhā,sūriya+ābhā
sūriyāloko,sūriya+āloko
tabbahulavihārino,taṃ+bahula+vihārino
tabbahulavihārī,taṃ+bahula+vihārī
tabbahulīkārā,taṃ+bahulī+kārā
tacapapaṭikā,taca+papaṭikā
tacapapaṭikāya,taca+papaṭikāya
tacapariyantaṃ,taca+pariyantaṃ
tacappattā,taca+pattā
tacatthikā,taca+atthikā
tacopi,taco+pi
tacotthatā,taco+otthatā
tadabhinandanto,tad+abhinandanto
tadabhinandati,tad+abhinandati
tadabhinivatteti,tad+abhinivatteti
tadabhinivattetvā,tad+abhinivattetvā
tadabhiññā,tad+abhiññā
tadabhiññāsi,tad+abhiññāsi
tadabhiññāvimutto,tad+abhiññā+vimutto
tadabhiññāya,tad+abhiññāya
tadadhimutto,tad+adhimutto
tadahu,tad+ahu
tadahuposathe,tad+aha+uposathe
tadajja,tad+ajja
tadajjhagamaṃ,tad+ajjhagamaṃ
tadakallaṃ,tad+akallaṃ
tadamināpetaṃ,tad+aminā+pi+etaṃ
tadanattā,tad+anattā
tadaniccaṃ,tad+aniccaṃ
tadantaraṃ,tad+antaraṃ
tadanubhāsanti,tad+anubhāsanti
tadanudhammañca,tad+anudhammañ+ca
tadanugāyanti,tad+anugāyanti
tadanurūpāya,tad+anurūpāya
tadanussarato,tad+anussarato
tadanuttaraṃ,tad+anuttaraṃ
tadanvayaṃ,tad+anvayaṃ
tadanvayo,tad+anvayo
tadanvayā,tad+anvayā
tadanvayāni,tad+anvayāni
tadapeyyamānaṃ,tad+apeyyamānaṃ
tadapi,tad+api
tadappatiṭṭhitaṃ,tad+appatiṭṭhitaṃ
tadariyo,taṃ+ariyo
tadariyā,tad+ariyā
tadassa,tad+assa
tadassitā,tad+assitā
tadassādeti,tad+assādeti
tadatthajotakaṃ,tad+attha+jotakaṃ
tadatthaṅgataṃ,tad+atthaṅgataṃ
tadatthāya,tad+atthāya
tadavasari,tad+avasari
tadavasariṃ,tad+avasariṃ
tadaññe,tad+aññe
tadaṅgadiṭṭhadhammikena,tadaṅga+diṭṭha+dhammikena
tadaṅganibbuto,tad+aṅga+nibbuto
tadaṅganibbānasuttaṃ,tadaṅga+nibbāna+suttaṃ
tadaṅganibbānaṃ,tadaṅga+nibbānaṃ
tadaṅgenā,tad+aṅgenā
taddiguṇaṃ,tad+di+guṇaṃ
tadetarahi,tad+etarahi
tadetarahipi,tad+etarahi+pi
tadeva,tad+eva,taṃ+eva
tadevassa,tad+eva+assa
tadeveso,tad+eva+eso
tadevetaṃ,tad+eva+etaṃ
tadubhayaṃ,tad+ubhayaṃ
tadubhayena,tad+ubhayena
tadupiyañca,tad+upiyañ+ca,tadupiyañ+ca
tadupādānaṃ,tad+upādānaṃ
tadupādāno,tad+upādāno
tadupādānā,tad+upādānā
tadupāgamaṃ,tad+upāgamaṃ
tadupātivatto,tad+upātivatto
tadāgamuṃ,tad+āgamuṃ
tadāhu,tad+āhu
tadāhāro,tad+āhāro
tadāhārā,tad+āhārā
tadānanda,tad+ānanda
tadānisaṃso,tad+ānisaṃso
tadāpi,tadā+pi
tadārammaṇañca,tad+ārammaṇañ,tad+ārammaṇañ+ca
tadāsi,tadā+āsi
tadāsu,tadā+su
tadāsuṃ,tadā+āsuṃ
tadāyatanaṃ,tad+āyatanaṃ
tagaramallikā,tagara+mallikā
tagghasi,taggha+asi
tagghāvuso,taggha+āvuso
tajjanīyakammaṃ,tajjanīya+kammaṃ
tajjhānā,taṃ+jhānā
takkahetu,takka+hetu
takkapariyāhataṃ,takka+pariyāhataṃ
talamassa,talam+assa
talamāhacca,talam+āhacca
tamabhikaṅkhati,tam+abhikaṅkhati
tamabhikaṅkhāmi,tam+abhikaṅkhāmi
tamagataṃ,tama+gataṃ
tamahaṃ,tam+ahaṃ
tamanugacchanto,tam+anugacchanto
tamanugacchati,tam+anugacchati
tamanugaccheyya,tam+anugaccheyya
tamanugacchiṃ,tam+anugacchiṃ
tamanuvatteti,tam+anuvatteti
tamaparāyaṇo,tama+parāyaṇo
tamatthaṃ,tam+atthaṃ
tamaññe,tam+aññe
tamañño,tam+añño
tamehi,tam+ehi
tamekikāpi,tam+ekikā+pi
tamenaṃ,tam+enaṃ
tamete,tam+ete
tameva,tam+eva
tamevamanubrūhaye,tam+evam+anubrūhaye
tamevassa,tam+eva+assa
tamhāpi,tamhā+pi
tammayo,tam+mayo
tamokhandhena,tamo+khandhena
tamokkhandho,tamo+khandho
tamokāyassa,tamo+kāyassa
tamonudaṃ,tamo+nudaṃ
tamonudā,tamo+nudā
tamotamaparāyano,tamo+tama+parāyano
tamotamasuttaṃ,tamo+tama+suttaṃ
tampi,tam+pi
tamupavhayetha,tam+upavhayetha
tamāhu,tam+āhu
tamāseveyyaṃ,tam+āseveyyaṃ
tandīpi,tandī+pi
tannidānā,tan+nidānā
tannissitaṃ,tan+nissitaṃ,taṃ+nissitaṃ
tantissare,tanti+sare
tantissarena,tanti+sarena
tantissaro,tanti+saro
tantākulakajāto,tanta+ākulaka+jāto
tantāvutānaṃ,tanta+āvutānaṃ
tanubhūto,tanu+bhūto
tanupattapalāso,tanu+patta+palāso
tapabrahmacārī,tapa+brahmacārī
tapantamādiccamivantalikkhe,tapantam+ādiccam+iva+antalikkhe
tapanīyasuttaṃ,tapanīya+suttaṃ
tapanīyañca,tapanīyañ+ca
tapitabbanti,tapitabban+ti
tapodārāme,tapoda+ārāme
tapodārāmo,tapoda+ārāmo
tapoguṇaṃ,tapo+guṇaṃ
tapojigucchā,tapo+jigucchā
tapojigucchāallīnā,tapo+jigucchā+allīnā
tapojigucchāhetu,tapo+jigucchā+hetu
tapojigucchāsārā,tapo+jigucchā+sārā
tapojigucchāvādo,tapo+jigucchā+vādo
tapojigucchāvādā,tapo+jigucchā+vādā
tapojigucchāya,tapo+jigucchāya
tapokammameva,tapo+kammam+eva
tapokammasuttaṃ,tapo+kamma+suttaṃ
tapokammañca,tapo+kammañ+ca
tapokammā,tapo+kammā
tapokaraṃ,tapo+karaṃ
tapopakkamakathā,tapo+pakkama+kathā
tapopakkamaniratthakathā,tapo+pakkama+nirattha+kathā
tapopakkamena,tapo+pakkamena
tapopakkamā,tapo+pakkamā
tappaccayā,taṃ+paccayā,tap+paccayā
tappatirūpī,taṃ+patirūpī
tapussabhallikā,tapussa+bhallikā
tapussasuttaṃ,tapussa+suttaṃ
taramānarūpo,taramāna+rūpo
taritukāmo,taritu+kāmo
taruṇarukkhasuttaṃ,taruṇa+rukkha+suttaṃ
tasathāvare,tasa+thāvare
tasathāvaresu,tasa+thāvaresu
tasināsuttaṃ,tasinā+suttaṃ
tasmetaṃ,tasmā+etaṃ
tasmimpi,tasmim+pi
tasmiñca,tasmiñ+ca
tasmiñce,tasmiñ+ce
tasmiññeva,tasmiññ+eva
tasmiṃyeva,tasmiṃ+yeva
tasmātiha,tasmā+iha
tasmātihānanda,tasmā+iha+ānanda
tasmātihāvuso,tasmā+iha+āvuso
tassajja,tassa+ajja
tassapi,tassa+pi
tassappapañño,tassa+appa+pañño
tassapāpiyasikakammakatena,tassapāpiyasika+kamma+katena
tassassu,tassa+assu
tassaṅgaṇassa,tassa+aṅgaṇassa
tassesā,tassa+esā
tassetaṃ,tassa+etaṃ
tasseva,tassa+eva
tassevanti,tassa+evan+ti
tassime,tassa+ime
tassimesu,tassa+imesu
tassimāni,tassa+imāni
tassovādakarā,tassa+ovāda+karā
tassuddānaṃ,tassa+uddānaṃ
tassupādānapaccayā,tassa+upādāna+paccayā
tassuttarato,tassa+uttarato
tassāruppaṃ,tassa+āruppaṃ
tassāyeva,tassā+yeva,tassāya+eva
tathametaṃ,tatham+etaṃ
tathasuttaṃ,tatha+suttaṃ
tathatthāya,tathā+atthāya
tatheva,tathā+eva,tatha+eva
tathevimasmiṃ,tathā+eva+imasmiṃ
tathādhotena,tathā+dhotena
tathāgatabalāni,tathāgata+balāni
tathāgatabhāsitā,tathāgata+bhāsitā
tathāgatabhāsitānaṃ,tathāgata+bhāsitānaṃ
tathāgatanisevitaṃ,tathāgata+nisevitaṃ
tathāgatapacchimavācā,tathāgata+pacchima+vācā
tathāgatapadaṃ,tathāgata+padaṃ
tathāgatappaveditassa,tathāgata+paveditassa
tathāgatappaveditaṃ,tathāgata+paveditaṃ
tathāgatappavedite,tathāgata+pavedite
tathāgatappavedito,tathāgata+pavedito
tathāgatappaveditā,tathāgata+paveditā
tathāgataseyyā,tathāgata+seyyā
tathāgatassa,tathāgatassa
tathāgatassetaṃ,tathāgatassa+etaṃ
tathāgatasuttaṃ,tathāgata+suttaṃ
tathāgatasāsane,tathāgata+sāsane
tathāgatasāvakassa,tathāgata+sāvakassa
tathāgatasāvakaṃ,tathāgata+sāvakaṃ
tathāgatasāvake,tathāgata+sāvake
tathāgatasāvakena,tathāgata+sāvakena
tathāgatasāvako,tathāgata+sāvako
tathāgatavihāro,tathāgata+vihāro
tathāgataññeva,tathāgataññ+eva
tathāgatenāti,tathāgatenā+ti
tathāgatenāvuso,tathāgatena+āvuso
tathāgatopi,tathāgato+pi
tathāgatoti,tathāgato+ti
tathāgatādisuttadasakaṃ,tathāgata+ādi+sutta+dasakaṃ
tathāgatādisuttaṃ,tathāgata+ādi+suttaṃ
tathāgatārañjitaṃ,tathāgata+ārañjitaṃ
tathāhi,tathā+hi
tathāhimaṃ,tathā+hi+imaṃ
tathākaccāno,tathā+kaccāno
tathākārī,tathā+kārī
tathāpabbajitā,tathā+pabbajitā
tathāpahīno,tathā+pahīno
tathāpaṭipanno,tathā+paṭipanno
tathāpi,tathā+pi
tathārūpaṃ,tathā+rūpaṃ
tathārūpehi,tathārūpehi
tathāsamāhitaṃ,tathā+samāhitaṃ
tathāsantaṃyeva,tathā+santaṃ+yeva
tathāsantā,tathā+santā
tathāti,tathā+ti
tathāvidhassa,tathā+vidhassa
tathāvidhaṃ,tathā+vidhaṃ
tathāvidho,tathā+vidho
tathāvimuttaṃ,tathā+vimuttaṃ
tathāvuso,tathā+āvuso
tathāvādī,tathā+vādī
tathāvūpakaṭṭhassa,tathā+vūpakaṭṭhassa
tatiyaabhabbaṭṭhānasuttaṃ,tatiya+abhabba+ṭhāna+suttaṃ
tatiyaabhisandasuttaṃ,tatiya+abhisanda+suttaṃ
tatiyaadhammasuttaṃ,tatiya+adhamma+suttaṃ
tatiyaagatisuttaṃ,tatiya+agati+suttaṃ
tatiyaanattasuttaṃ,tatiya+anatta+suttaṃ
tatiyaaniccasuttaṃ,tatiya+anicca+suttaṃ
tatiyaanudhammasuttaṃ,tatiya+anudhamma+suttaṃ
tatiyaanāgatabhayasuttaṃ,tatiya+anāgata+bhaya+suttaṃ
tatiyaassādasuttaṃ,tatiya+assāda+suttaṃ
tatiyacetanāsuttaṃ,tatiya+cetanā+suttaṃ
tatiyachaphassāyatanasuttaṃ,tatiya+cha+phassa+āyatana+suttaṃ
tatiyadevacārikasuttaṃ,tatiya+deva+cārika+suttaṃ
tatiyadukkhasuttaṃ,tatiya+dukkha+suttaṃ
tatiyagamanavaggo,tatiya+gamana+vaggo
tatiyagamane,tatiya+gamane
tatiyagilānasuttaṃ,tatiya+gilāna+suttaṃ
tatiyagiñjakāvasathasuttaṃ,tatiya+giñjakāvasatha+suttaṃ
tatiyahitasuttaṃ,tatiya+hita+suttaṃ
tatiyajanasuttaṃ,tatiya+jana+suttaṃ
tatiyajhānapañhāsuttaṃ,tatiya+jhāna+pañhā+suttaṃ
tatiyajjhānasahagataṃ,tatiya+jhāna+sahagataṃ
tatiyajjhānā,tatiya+jhānā
tatiyakaṇḍakīsuttaṃ,tatiya+kaṇḍakī+suttaṃ
tatiyakhatasuttaṃ,tatiya+khata+suttaṃ
tatiyakoṭṭhikasuttaṃ,tatiya+koṭṭhika+suttaṃ
tatiyakukkuṭārāmasuttaṃ,tatiya+kukkuṭa+ārāma+suttaṃ
tatiyamoranivāpasuttaṃ,tatiya+mora+nivāpa+suttaṃ
tatiyampi,tatiyam+pi
tatiyaovādasuttaṃ,tatiya+ovāda+suttaṃ
tatiyapabbatasuttaṃ,tatiya+pabbata+suttaṃ
tatiyapaṇṇāsakaṃ,tatiya+paṇṇāsakaṃ
tatiyapeyyālo,tatiya+peyyālo
tatiyapubbārāmasuttaṃ,tatiya+pubba+ārāma+suttaṃ
tatiyapāpadhammasuttaṃ,tatiya+pāpa+dhamma+suttaṃ
tatiyarukkhasuttaṃ,tatiya+rukkha+suttaṃ
tatiyasaddhammasammosasuttaṃ,tatiya+saddhamma+sammosa+suttaṃ
tatiyasamaṇabrāhmaṇasuttaṃ,tatiya+samaṇa+brāhmaṇa+suttaṃ
tatiyasammattaniyāmasuttaṃ,tatiya+sammatta+niyāma+suttaṃ
tatiyasamudayadhammasuttaṃ,tatiya+samudaya+dhamma+suttaṃ
tatiyasamādhisuttaṃ,tatiya+samādhi+suttaṃ
tatiyasattakasuttaṃ,tatiya+sattaka+suttaṃ
tatiyasaṃkhittasuttaṃ,tatiya+saṃkhitta+suttaṃ
tatiyasikkhāsuttaṃ,tatiya+sikkhā+suttaṃ
tatiyasutasuttaṃ,tatiya+suta+suttaṃ
tatiyasuttaṃ,tatiya+suttaṃ
tatiyasāriputtakoṭṭhikasuttaṃ,tatiya+sāriputta+koṭṭhika+suttaṃ
tatiyaupanisasuttaṃ,tatiya+upanisa+suttaṃ
tatiyaupanisāsuttaṃ,tatiya+upanisā+suttaṃ
tatiyauposathasuttaṃ,tatiya+uposatha+suttaṃ
tatiyavaggo,tatiya+vaggo
tatiyavibhaṅgasuttaṃ,tatiya+vibhaṅga+suttaṃ
tatiyavinayadharasobhanasuttaṃ,tatiya+vinaya+dhara+sobhana+suttaṃ
tatiyavinayadharasuttaṃ,tatiya+vinaya+dhara+suttaṃ
tatiyavitthārasuttaṃ,tatiya+vitthāra+suttaṃ
tatiyavohārasuttaṃ,tatiya+vohāra+suttaṃ
tatiyaājānīyasuttaṃ,tatiya+ājānīya+suttaṃ
